name	Fis3
ENSG00000267898	0.178909656
ENSG00000267890	0
ENSG00000267892	0.249945093
ENSG00000261723	0.269933866
ENSG00000261727	0.078903746
ENSG00000275665	0.300619066
ENSG00000128159	7.454654303
ENSG00000164758	13.28130859
ENSG00000164756	0.008984899
ENSG00000164754	79.14847206
ENSG00000283406	0
ENSG00000164751	9.366743192
ENSG00000178233	0.031003578
ENSG00000178234	5.889862594
ENSG00000178235	0.130467168
ENSG00000170425	10.01823939
ENSG00000170426	0
ENSG00000170421	9.035115281
ENSG00000174963	0
ENSG00000131242	2.31415253
ENSG00000261499	2.07696546
ENSG00000186081	0
ENSG00000261490	0.192875823
ENSG00000265933	0
ENSG00000265939	5.973477679
ENSG00000283409	1.187709012
ENSG00000111961	1.893534111
ENSG00000264049	4.178976154
ENSG00000105576	19.59196055
ENSG00000264041	0.191891762
ENSG00000111669	186.7793392
ENSG00000170791	9.107760083
ENSG00000109016	4.406241903
ENSG00000198924	14.57009121
ENSG00000172867	0
ENSG00000172869	4.123989626
ENSG00000259726	0.183840906
ENSG00000126070	3.650505639
ENSG00000167799	1.415185484
ENSG00000176974	5.447132701
ENSG00000254101	0
ENSG00000007923	12.50856437
ENSG00000240673	0
ENSG00000259727	0.046054023
ENSG00000164329	9.136389043
ENSG00000167798	0.022753046
ENSG00000205740	0.034095192
ENSG00000227910	0.257608119
ENSG00000172232	0.537899623
ENSG00000173889	5.411871684
ENSG00000172795	15.64753809
ENSG00000172794	0.355797733
ENSG00000179674	0.130794849
ENSG00000179673	0
ENSG00000171444	0.388497783
ENSG00000124313	1.908834254
ENSG00000104626	6.441251969
ENSG00000171443	4.48010826
ENSG00000171448	3.910873917
ENSG00000239825	0.200057369
ENSG00000108055	47.77229583
ENSG00000236833	0.038352262
ENSG00000167077	0.177837016
ENSG00000167074	3.434028231
ENSG00000225706	0.022620761
ENSG00000198513	0.763429933
ENSG00000215223	0.079014255
ENSG00000178796	0.02495187
ENSG00000178795	0
ENSG00000069849	102.308905
ENSG00000186446	0.02885738
ENSG00000224699	0.236050954
ENSG00000186442	0.024327804
ENSG00000223404	0.266953524
ENSG00000136160	0.022503462
ENSG00000136161	3.198773426
ENSG00000235138	0.106848822
ENSG00000186448	1.875814995
ENSG00000136169	3.860765706
ENSG00000172137	0.231892687
ENSG00000276102	0
ENSG00000220583	0.466249406
ENSG00000172139	0.053097579
ENSG00000228755	0.027045148
ENSG00000228750	0
ENSG00000232101	0
ENSG00000113368	22.79629767
ENSG00000221184	16.28508233
ENSG00000180846	0.167655804
ENSG00000184178	1.842160917
